Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
4,1606101041250,23/11/2020 03:10:41,1606101040972,-5,22/11/2020 22:10:40,24435,14,questionnaire-d7os,,8039464,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-sex-1,Female
5,1606101041250,23/11/2020 03:10:41,1606101040972,-5,22/11/2020 22:10:40,24435,14,questionnaire-d7os,,8039464,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1606101041250,23/11/2020 03:10:41,1606101040972,-5,22/11/2020 22:10:40,24435,14,questionnaire-d7os,,8039464,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-race-5,White
7,1606101041250,23/11/2020 03:10:41,1606101040972,-5,22/11/2020 22:10:40,24435,14,questionnaire-d7os,,8039464,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,END QUESTIONNAIRE,18803
1,1606229308272,24/11/2020 14:48:28,1606229308121,-5,24/11/2020 09:48:28,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1606229333226,24/11/2020 14:48:53,1606229333104,-5,24/11/2020 09:48:53,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-1,New England
3,1606229333350,24/11/2020 14:48:53,1606229333106,-5,24/11/2020 09:48:53,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-text,
4,1606229333350,24/11/2020 14:48:53,1606229333106,-5,24/11/2020 09:48:53,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-sex-1,Female
5,1606229333350,24/11/2020 14:48:53,1606229333107,-5,24/11/2020 09:48:53,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1606229333350,24/11/2020 14:48:53,1606229333107,-5,24/11/2020 09:48:53,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-race-5,White
7,1606229333350,24/11/2020 14:48:53,1606229333107,-5,24/11/2020 09:48:53,24435,14,questionnaire-d7os,,8082069,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,END QUESTIONNAIRE,24987
1,1606272145272,25/11/2020 02:42:25,1606272145139,-5,24/11/2020 21:42:25,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1606272160052,25/11/2020 02:42:40,1606272159991,-5,24/11/2020 21:42:39,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-accent-1,New England
3,1606272160192,25/11/2020 02:42:40,1606272159994,-5,24/11/2020 21:42:39,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-accent-text,
4,1606272160192,25/11/2020 02:42:40,1606272159994,-5,24/11/2020 21:42:39,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-sex-2,Male
5,1606272160192,25/11/2020 02:42:40,1606272159994,-5,24/11/2020 21:42:39,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1606272160192,25/11/2020 02:42:40,1606272159994,-5,24/11/2020 21:42:39,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,response-race-5,White
7,1606272160192,25/11/2020 02:42:40,1606272159995,-5,24/11/2020 21:42:39,24435,14,questionnaire-d7os,,8096578,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,B,No,END QUESTIONNAIRE,14856
1,1606159844285,23/11/2020 19:30:44,1606159844884,-5,23/11/2020 14:30:44,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1366x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1606159860546,23/11/2020 19:31:00,1606159861263,-5,23/11/2020 14:31:01,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-accent-1,New England
3,1606159860686,23/11/2020 19:31:00,1606159861266,-5,23/11/2020 14:31:01,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-accent-text,
4,1606159860686,23/11/2020 19:31:00,1606159861266,-5,23/11/2020 14:31:01,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-sex-1,Female
5,1606159860686,23/11/2020 19:31:00,1606159861266,-5,23/11/2020 14:31:01,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1606159860686,23/11/2020 19:31:00,1606159861267,-5,23/11/2020 14:31:01,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-race-5,White
7,1606159860686,23/11/2020 19:31:00,1606159861267,-5,23/11/2020 14:31:01,24435,14,questionnaire-d7os,,8061324,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,END QUESTIONNAIRE,16383
END OF FILE
