Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
3,1605046315461,10/11/2020 22:11:55,1605046315227,-5,10/11/2020 17:11:55,24435,13,questionnaire-d7os,,7706282,122338,2285234,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1264x764,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-accent-text,
4,1605046315461,10/11/2020 22:11:55,1605046315227,-5,10/11/2020 17:11:55,24435,13,questionnaire-d7os,,7706282,122338,2285234,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1264x764,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-sex-1,Female
5,1605046315461,10/11/2020 22:11:55,1605046315227,-5,10/11/2020 17:11:55,24435,13,questionnaire-d7os,,7706282,122338,2285234,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1264x764,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1605046315461,10/11/2020 22:11:55,1605046315227,-5,10/11/2020 17:11:55,24435,13,questionnaire-d7os,,7706282,122338,2285234,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1264x764,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-race-4,Black or African American
7,1605046315461,10/11/2020 22:11:55,1605046315227,-5,10/11/2020 17:11:55,24435,13,questionnaire-d7os,,7706282,122338,2285234,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1264x764,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,END QUESTIONNAIRE,26833
1,1605833755908,20/11/2020 00:55:55,1605833755783,-5,19/11/2020 19:55:55,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1605833773118,20/11/2020 00:56:13,1605833773049,-5,19/11/2020 19:56:13,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-accent-1,New England
3,1605833773289,20/11/2020 00:56:13,1605833773051,-5,19/11/2020 19:56:13,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-accent-text,
4,1605833773289,20/11/2020 00:56:13,1605833773051,-5,19/11/2020 19:56:13,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-sex-1,Female
5,1605833773289,20/11/2020 00:56:13,1605833773051,-5,19/11/2020 19:56:13,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1605833773289,20/11/2020 00:56:13,1605833773052,-5,19/11/2020 19:56:13,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-race-5,White
7,1605833773289,20/11/2020 00:56:13,1605833773052,-5,19/11/2020 19:56:13,24435,13,questionnaire-d7os,,7962661,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,END QUESTIONNAIRE,17269
1,1605843239350,20/11/2020 03:33:59,1605843239238,-5,19/11/2020 22:33:59,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1605843258548,20/11/2020 03:34:18,1605843258467,-5,19/11/2020 22:34:18,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-7,Do not know
3,1605843258673,20/11/2020 03:34:18,1605843258470,-5,19/11/2020 22:34:18,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-text,
4,1605843258673,20/11/2020 03:34:18,1605843258470,-5,19/11/2020 22:34:18,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-sex-1,Female
5,1605843258673,20/11/2020 03:34:18,1605843258470,-5,19/11/2020 22:34:18,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1605843258673,20/11/2020 03:34:18,1605843258470,-5,19/11/2020 22:34:18,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-race-4,Black or African American
7,1605843258673,20/11/2020 03:34:18,1605843258470,-5,19/11/2020 22:34:18,24435,13,questionnaire-d7os,,7963546,122209,2368855,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1152x670,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,END QUESTIONNAIRE,19232
1,1605847002647,20/11/2020 04:36:42,1605847002508,-5,19/11/2020 23:36:42,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1605847083318,20/11/2020 04:38:03,1605847083204,-5,19/11/2020 23:38:03,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-accent-1,New England
3,1605847083443,20/11/2020 04:38:03,1605847083205,-5,19/11/2020 23:38:03,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-accent-text,
4,1605847083443,20/11/2020 04:38:03,1605847083205,-5,19/11/2020 23:38:03,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-sex-2,Male
5,1605847083443,20/11/2020 04:38:03,1605847083205,-5,19/11/2020 23:38:03,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1605847083443,20/11/2020 04:38:03,1605847083206,-5,19/11/2020 23:38:03,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-race-5,White
7,1605847083443,20/11/2020 04:38:03,1605847083206,-5,19/11/2020 23:38:03,24435,13,questionnaire-d7os,,7963818,118213,2368979,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.111,1440x900,1440x764,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,END QUESTIONNAIRE,80698
1,1605888692151,20/11/2020 16:11:32,1605888691998,-5,20/11/2020 11:11:31,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1605888742501,20/11/2020 16:12:22,1605888742136,-5,20/11/2020 11:12:22,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-accent-1,New England
3,1605888742671,20/11/2020 16:12:22,1605888742138,-5,20/11/2020 11:12:22,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-accent-text,
4,1605888742671,20/11/2020 16:12:22,1605888742138,-5,20/11/2020 11:12:22,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-sex-2,Male
5,1605888742671,20/11/2020 16:12:22,1605888742138,-5,20/11/2020 11:12:22,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-ethnicity-1,Hispanic or Latino
6,1605888742671,20/11/2020 16:12:22,1605888742138,-5,20/11/2020 11:12:22,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-race-5,White
7,1605888742671,20/11/2020 16:12:22,1605888742139,-5,20/11/2020 11:12:22,24435,13,questionnaire-d7os,,7995989,118372,2375796,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,END QUESTIONNAIRE,50141
1,1605401562002,15/11/2020 00:52:42,1605401561858,-5,14/11/2020 19:52:41,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,BEGIN QUESTIONNAIRE,
2,1605401581457,15/11/2020 00:53:01,1605401581375,-5,14/11/2020 19:53:01,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-accent-1,New England
3,1605401581582,15/11/2020 00:53:01,1605401581377,-5,14/11/2020 19:53:01,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-accent-text,
4,1605401581582,15/11/2020 00:53:01,1605401581377,-5,14/11/2020 19:53:01,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-sex-1,Female
5,1605401581582,15/11/2020 00:53:01,1605401581377,-5,14/11/2020 19:53:01,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-ethnicity-1,Hispanic or Latino
6,1605401581582,15/11/2020 00:53:01,1605401581377,-5,14/11/2020 19:53:01,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,response-race-2,Asian
7,1605401581582,15/11/2020 00:53:01,1605401581378,-5,14/11/2020 19:53:01,24435,13,questionnaire-d7os,,7795090,122500,2316262,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 86.0.4240.111,1440x900,1440x718,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,A,,No,END QUESTIONNAIRE,19520
