Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
4,1606611484117,29/11/2020 00:58:04,1606611483882,-5,28/11/2020 19:58:03,24435,15,questionnaire-d7os,,8196862,116044,2442978,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,414x726,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-sex-1,Female
5,1606611484117,29/11/2020 00:58:04,1606611483883,-5,28/11/2020 19:58:03,24435,15,questionnaire-d7os,,8196862,116044,2442978,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,414x726,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1606611484117,29/11/2020 00:58:04,1606611483884,-5,28/11/2020 19:58:03,24435,15,questionnaire-d7os,,8196862,116044,2442978,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,414x726,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-race-5,White
7,1606611484117,29/11/2020 00:58:04,1606611483884,-5,28/11/2020 19:58:03,24435,15,questionnaire-d7os,,8196862,116044,2442978,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,414x726,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,END QUESTIONNAIRE,17829
1,1606612919181,29/11/2020 01:21:59,1606612919027,-5,28/11/2020 20:21:59,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1440x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1606612939627,29/11/2020 01:22:19,1606612939505,-5,28/11/2020 20:22:19,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1425x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-accent-1,New England
3,1606612939752,29/11/2020 01:22:19,1606612939508,-5,28/11/2020 20:22:19,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1425x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-accent-text,
4,1606612939752,29/11/2020 01:22:19,1606612939508,-5,28/11/2020 20:22:19,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1425x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-sex-2,Male
5,1606612939752,29/11/2020 01:22:19,1606612939508,-5,28/11/2020 20:22:19,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1425x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1606612939752,29/11/2020 01:22:19,1606612939508,-5,28/11/2020 20:22:19,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1425x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-race-4,Black or African American
7,1606612939752,29/11/2020 01:22:19,1606612939508,-5,28/11/2020 20:22:19,24435,15,questionnaire-d7os,,8196954,116995,2443021,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.1,1440x900,1425x820,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,END QUESTIONNAIRE,20481
END OF FILE
